1.09,87,93,0
1.46,107,92,0
1.3,98,96,0
1.27,92,90,0
1.35,101,104,0
1.06,85,100,0
1.21,105,102,0
1.23,94,94,0
1.35,94,82,0
1.18,91,96,0
1.22,91,92,0
1.33,107,102,0
1.25,96,94,0
1.25,98,95,0
1.27,103,105,0
1.41,101,95,0
1.34,94,97,0
1.29,83,85,0
1.24,112,107,0
1.22,94,88,0
1.33,102,108,0
1.31,109,96,0
1.2,94,96,0
1.28,92,96,0
1.17,91,96,0
1.25,100,93,0
1.3,89,87,0
1.28,97,92,0
1.38,116,89,0
1.22,83,94,0
1.34,106,97,0
1.33,97,99,0
1.19,84,88,0
1.24,98,102,0
1.28,103,93,0
1.21,100,110,0
1.28,95,86,0
1.33,101,106,0
1.2,89,99,0
1.23,87,90,0
1.29,95,100,0
1.3,101,97,0
1.43,110,95,0
1.24,99,106,0
1.26,96,103,0
1.32,101,97,0
1.23,91,99,0
1.25,103,94,0
1.16,100,102,0
1.34,103,97,0
1.27,78,78,0
1.31,103,98,0
1.19,77,77,0
1.33,108,107,0
1.32,108,101,0
1.33,90,92,0
1.25,101,101,0
1.24,101,93,0
1.28,101,98,0
1.29,98,89,0
1.38,101,95,0
1.27,107,99,0
1.29,109,104,0
1.32,118,109,0
1.34,92,98,0
1.28,108,109,0
1.22,98,109,0
1.3,95,99,0
1.28,94,105,0
1.26,87,95,0
1.42,111,103,0
1.4,101,105,0
1.39,99,96,0
1.31,91,98,0
1.31,102,101,0
1.35,96,93,0
1.29,87,86,0
1.27,91,99,0
1.11,95,101,0
1.33,94,97,0
1.31,85,93,0
1.3,101,95,0
1.29,103,94,0
1.16,93,92,0
1.27,94,96,0
1.23,92,97,0
1.42,111,103,0
1.44,110,101,0
1.34,101,92,0
1.3,98,100,0
1.31,97,97,0
1.35,96,91,0
1.2,104,96,0
1.34,112,104,0
1.28,93,102,0
1.31,88,92,0
1.39,97,97,0
1.23,87,100,0
1.29,100,99,0
1.34,103,92,0
1.35,91,100,0
1.35,110,105,0
1.39,126,105,0
1.31,101,102,0
1.24,105,112,0
1.47,126,113,0
1.42,115,95,0
1.31,92,92,0
1.29,90,93,0
1.37,107,105,0
1.4,98,89,0
1.32,103,102,0
1.24,101,106,0
1.41,101,97,0
1.39,97,101,0
1.27,91,103,0
1.3,96,92,0
1.37,114,104,0
1.35,92,94,0
1.41,108,104,0
1.45,111,106,0
1.28,92,98,0
1.22,79,94,0
1.28,100,104,0
1.46,113,110,0
1.3,103,104,0
1.28,102,103,0
1.37,108,105,0
1.42,107,97,0
1.27,93,104,0
1.41,110,97,0
1.25,89,99,0
1.24,89,93,0
1.43,114,115,0
1.35,95,95,0
1.36,74,89,0
1.34,83,93,0
1.3,104,110,0
1.32,93,109,0
1.29,97,98,0
1.47,129,100,0
1.19,96,107,0
1.38,101,101,0
1.38,117,106,0
1.32,94,98,0
1.33,112,107,0
1.43,105,99,0
1.39,107,104,0
1.49,140,105,0
1.33,100,97,0
1.38,94,105,0
1.36,115,101,0
1.3,108,100,0
1.45,121,104,0
1.39,108,110,0
1.33,115,109,0
1.37,110,106,0
1.27,94,111,0
1.3,95,103,0
1.3,109,105,0
1.3,96,96,0
1.35,90,101,0
1.27,98,99,0
1.33,105,113,0
1.33,97,91,0
1.34,103,99,0
1.33,101,101,0
1.28,103,106,0
1.37,103,108,0
1.3,100,100,0
1.39,117,113,0
1.51,110,96,0
1.31,101,89,0
1.25,81,88,0
1.43,86,86,0
1.54,112,100,0
1.39,104,106,0
1.38,102,99,0
1.38,95,99,0
1.25,102,113,0
1.28,109,109,0
1.31,96,92,0
1.4,123,115,0
1.36,87,89,0
1.51,113,97,0
1.35,78,84,0
1.28,97,100,0
1.42,104,102,0
1.43,106,103,0
1.33,100,99,0
1.37,116,111,0
1.33,101,104,0
1.31,94,92,0
1.29,94,105,0
1.42,113,112,0
1.3,108,105,0
1.3,108,101,0
1.36,105,102,0
1.33,96,103,0
1.28,105,109,0
1.28,96,100,0
1.33,97,98,0
1.22,95,94,0
1.33,102,107,0
1.27,81,87,0
1.34,97,108,0
1.38,107,109,0
1.39,132,113,0
1.49,111,106,0
1.42,108,109,0
1.43,108,101,0
1.33,86,97,0
1.28,92,95,0
1.35,92,107,0
1.31,114,109,0
1.43,110,106,0
1.28,101,108,0
1.42,119,107,0
1.41,106,112,0
1.38,92,89,0
1.49,119,105,0
1.34,103,108,0
1.44,119,103,0
1.33,117,110,0
1.5,118,114,0
1.22,100,114,0
1.44,112,110,0
1.29,103,105,0
1.16,90,100,0
1.66,131,107,0
1.35,110,112,0
1.32,92,107,0
1.44,120,114,0
1.45,110,116,0
1.41,112,108,0
1.19,93,104,0
1.38,111,111,0
1.36,101,100,0
1.28,101,108,0
1.39,103,107,0
1.4,113,114,0
1.39,106,110,0
1.37,107,105,0
1.51,109,110,0
1.29,99,105,0
1.32,88,93,0
1.37,101,100,0
1.49,100,108,0
1.24,87,94,0
1.3,89,103,0
1.41,106,107,0
1.4,127,113,0
1.51,114,108,0
1.33,84,89,0
1.42,114,103,0
1.45,117,112,0
1.48,119,120,0
1.34,105,109,0
1.28,93,103,0
1.39,109,102,0
1.43,106,103,0
1.24,97,104,0
1.38,106,108,0
1.52,98,89,0
1.46,91,90,0
1.37,125,123,0
1.39,103,105,0
1.33,90,102,0
1.3,119,119,0
1.41,102,114,0
1.55,119,111,0
1.42,93,110,0
1.23,100,109,0
1.48,124,118,0
1.49,117,103,0
1.57,136,124,0
1.47,126,117,0
1.34,99,103,0
1.3,115,109,0
1.46,102,97,0
1.36,113,121,0
1.44,88,96,0
1.36,100,106,0
1.56,112,106,0
1.38,101,99,0
1.34,114,115,0
1.47,112,104,0
1.29,96,113,0
1.45,111,105,0
1.37,110,113,0
1.37,105,106,0
1.47,112,106,0
1.41,107,108,0
1.4,111,107,0
1.42,112,116,0
1.35,109,107,0
1.36,112,120,0
1.37,105,105,0
1.45,100,92,0
1.35,117,105,0
1.27,126,127,0
1.36,127,119,0
1.35,89,94,0
1.35,88,93,0
1.46,117,113,0
1.41,129,125,0
1.37,120,97,0
1.43,107,100,0
1.53,130,113,0
1.35,115,112,0
1.29,96,100,0
1.35,98,108,0
1.45,106,101,0
1.37,105,111,0
1.36,102,98,0
1.44,120,124,0
1.43,101,107,0
1.37,106,96,0
1.41,111,107,0
1.32,108,110,0
1.23,85,92,0
1.34,91,94,0
1.44,108,101,0
1.45,126,120,0
1.43,109,112,0
1.51,124,106,0
1.43,98,98,0
1.46,96,98,0
1.44,108,102,0
1.41,96,97,0
1.53,115,110,0
1.57,110,98,0
1.4,104,110,0
1.53,133,111,0
1.51,117,118,0
1.4,118,116,0
1.37,95,98,0
1.4,90,92,0
1.4,117,113,0
1.36,115,114,0
1.35,112,118,0
1.38,103,115,0
1.42,110,113,0
1.32,108,97,0
1.42,119,124,0
1.62,123,111,0
1.36,106,109,0
1.4,115,116,0
1.32,104,104,0
1.39,117,110,0
1.48,118,105,0
1.42,112,114,0
1.46,124,113,0
1.5,103,95,0
1.6,136,120,0
1.42,115,112,0
1.47,140,134,0
1.4,92,98,0
1.48,126,124,0
1.42,89,97,0
1.38,105,109,0
1.41,95,94,0
1.45,139,121,0
1.43,98,98,0
1.59,132,120,0
1.43,110,111,0
1.48,114,100,0
1.41,100,97,0
1.39,109,115,0
1.38,109,117,0
1.37,114,108,0
1.43,118,123,0
1.39,96,101,0
1.3,102,104,0
1.43,96,105,0
1.41,103,115,0
1.42,107,101,0
1.35,103,105,0
1.43,101,106,0
1.44,119,115,0
1.39,89,97,0
1.4,103,105,0
1.53,121,116,0
1.35,112,122,0
1.46,116,115,0
1.42,93,95,0
1.42,110,114,0
1.44,104,104,0
1.48,120,113,0
1.38,104,114,0
1.41,108,105,0
1.42,102,106,0
1.58,122,127,0
1.32,109,117,0
1.53,118,112,0
1.36,96,102,0
1.48,110,122,0
1.46,107,115,0
1.43,119,116,0
1.38,101,108,0
1.44,108,116,0
1.46,95,101,0
1.44,110,114,0
1.56,103,109,0
1.35,109,122,0
1.39,100,106,0
1.31,108,125,0
1.43,94,100,0
1.67,108,102,0
1.47,109,108,0
1.48,127,115,0
1.59,122,109,0
1.4,111,110,0
1.48,108,99,0
1.62,111,105,0
1.56,104,106,0
1.45,113,117,0
1.46,100,110,0
1.46,102,103,0
1.4,92,110,0
1.39,101,120,0
1.25,93,108,0
1.46,118,114,0
1.45,128,126,0
1.55,119,114,0
1.41,115,121,0
1.54,104,104,0
1.43,105,104,0
1.58,128,107,0
1.39,102,121,0
1.5,109,106,0
1.55,100,106,0
1.48,96,103,0
1.38,94,104,0
1.43,104,110,0
1.34,94,109,0
1.49,100,107,0
1.49,119,119,0
1.36,106,116,0
1.4,109,108,0
1.61,121,109,0
1.4,105,109,0
1.63,115,108,0
1.54,101,112,0
1.47,113,114,0
1.45,130,131,0
1.45,126,131,0
1.44,108,111,0
1.35,101,116,0
1.68,121,114,0
1.5,103,113,0
1.61,109,113,0
1.5,130,121,0
1.71,118,113,0
1.61,133,121,0
1.13,70,74,1
